,CNation,CCity,Long,Lat,Potential,Wages,Potential_Mean,Wages_Mean,Name,CName,Img_Link,Ability,Age,Foot,Position,Caps_Goals,Length,Weight,Nation
1408,France,Strasbourg,7.7507127,48.584614,68.0,29250.0,68.49810606060606,24544.280303030304,Frédéric Guilbert,Strasbourg,https://img.fminside.net/facesfm22/85096693.png,66.0,26.0,Right,Defenders,0 / 0,178,78,France
1409,France,Montpellier,3.8767337,43.6112422,68.0,18400.0,68.49810606060606,24544.280303030304,Florent Mollet,Montpellier HSC,https://img.fminside.net/facesfm22/85084448.png,66.0,29.0,Right,Midfield,0 / 0,170,67,France
1410,England,London,-0.1276474,51.5073219,70.0,46800.0,71.55578093306288,42233.71196754564,Arthur Masuaku,West Ham,https://img.fminside.net/facesfm22/85074537.png,66.0,27.0,Left,Midfield,8 / 1,179,70,Democratic Republic of Congo
1411,Spain,Sevilla,-5.9953403,37.3886303,70.0,20700.0,71.26381909547739,29064.057788944723,Youssouf Sabaly,Real Betis,https://img.fminside.net/facesfm22/85057304.png,66.0,28.0,Right,Defenders,21 / 0,173,67,Senegal
1412,Portugal,Lisbon,-9.1365919,38.7077507,69.0,29030.0,66.94324324324324,6634.8378378378375,Soualiho Meïté,SL Benfica,https://img.fminside.net/facesfm22/85049379.png,66.0,27.0,Right,Midfield,0 / 0,187,80,France
1413,France,Lens,2.8319805,50.4291723,68.0,9210.0,68.49810606060606,24544.280303030304,Jonathan Clauss,RC Lens,https://img.fminside.net/facesfm22/85045209.png,66.0,28.0,Right,Striker,0 / 0,178,67,France
1414,Italy,Turin,7.6824892,45.0677551,79.0,7120.0,69.73652694610779,26731.221556886227,Wilfried Singo,Torino,https://img.fminside.net/facesfm22/12078947.png,66.0,20.0,Right,Midfield,1 / 0,190,79,Ivory Coast
1415,France,Nîmes,4.3600687,43.8374249,67.0,10360.0,68.49810606060606,24544.280303030304,Zinedine Ferhat,Nîmes Olympique,https://img.fminside.net/facesfm22/12043455.png,66.0,28.0,Right,Striker,13 / 0,183,77,Algeria
1416,Saudi Arabia,Jeddah,39.1653612,21.5810088,66.0,117000.0,66.34848484848484,34304.84848484849,Ahmed Hegazi,Al-Ittihad (KSA),https://img.fminside.net/facesfm22/12035892.png,66.0,30.0,Right,Defenders,56 / 2,194,83,Egypt
1417,China PR,Shenzhen,114.0545429,22.5445741,68.0,15390.0,68.47222222222223,37336.38888888889,Mubarak Wakaso,Shenzhen,https://img.fminside.net/facesfm22/12006112.png,66.0,30.0,Left,Striker,61 / 12,171,78,Ghana
1418,Brazil,Porto Alegre (RS),-51.2303767,-30.0324999,73.0,16710.0,66.51527777777778,6301.625,Diego Souza,Grêmio,https://img.fminside.net/facesfm22/8830373.png,66.0,35.0,Right,Striker,7 / 2,186,86,Brazil
1419,Brazil,Curitiba (PR),-49.2712724,-25.4295963,68.0,9970.0,66.51527777777778,6301.625,David Terans,Athletico Paranaense,https://img.fminside.net/facesfm22/78064511.png,66.0,26.0,Left,Striker,1 / 0,171,72,Uruguay
1420,Brazil,São Paulo (SP),-46.6333824,-23.5506507,73.0,10540.0,66.51527777777778,6301.625,Víctor Cantillo,Corinthians,https://img.fminside.net/facesfm22/76036999.png,66.0,27.0,Right,Midfield,0 / 0,180,70,Colombia
1421,Mexico,Mérida,-6.3443977,38.9174665,73.0,9520.0,67.5922746781116,8897.639484978541,Ayron del Valle,Venados,https://img.fminside.net/facesfm22/76001455.png,66.0,32.0,Right,Striker,0 / 0,175,75,Colombia
1422,France,Monaco,7.424224092532953,43.73844905,70.0,8060.0,68.49810606060606,24544.280303030304,Guillermo Maripán,AS Monaco,https://img.fminside.net/facesfm22/75030680.png,66.0,27.0,Right,Defenders,31 / 2,193,83,Chile
1423,Mexico,Monterrey,-100.315258,25.6802019,72.0,13550.0,67.5922746781116,8897.639484978541,Carlos Salcedo,Tigres UANL,https://img.fminside.net/facesfm22/72039283.png,66.0,27.0,Right,Defenders,48 / 1,188,77,Mexico
1424,Ukraine,Kyiv,30.5241361,50.4500336,75.0,7200.0,68.82142857142857,7210.357142857143,Vitaliy Mykolenko,Dynamo Kyiv,https://img.fminside.net/facesfm22/71104595.png,66.0,22.0,Left,Defenders,21 / 0,180,71,Ukraine
1425,Ukraine,Kyiv,30.5241361,50.4500336,73.0,17510.0,68.82142857142857,7210.357142857143,Mykola Matvienko,Shakhtar,https://img.fminside.net/facesfm22/71075952.png,66.0,25.0,Left,Defenders,42 / 0,181,75,Ukraine
1426,Spain,Barcelona,2.1774322,41.3828939,80.0,76950.0,71.26381909547739,29064.057788944723,Riqui Puig,FC Barcelona,https://img.fminside.net/facesfm22/67258407.png,66.0,21.0,Right,Midfield,0 / 0,169,56,Spain
1427,Spain,Sevilla,-5.9953403,37.3886303,73.0,14430.0,71.26381909547739,29064.057788944723,Édgar,Real Betis,https://img.fminside.net/facesfm22/67244464.png,66.0,24.0,Right,Midfield,0 / 0,193,0,Spain
1428,Spain,Sevilla,-5.9953403,37.3886303,72.0,13130.0,71.26381909547739,29064.057788944723,Aitor Ruibal,Real Betis,https://img.fminside.net/facesfm22/67220941.png,66.0,25.0,Right,Striker,0 / 0,180,75,Spain
1429,Spain,Pamplona,-1.6442556,42.8184538,71.0,5520.0,71.26381909547739,29064.057788944723,Kike Barja,CA Osasuna,https://img.fminside.net/facesfm22/67196202.png,66.0,24.0,Right,Striker,0 / 0,178,0,Spain
1430,Spain,Bilbao,-2.9350039,43.2630018,71.0,15030.0,71.26381909547739,29064.057788944723,Asier Villalibre,Athletic Club,https://img.fminside.net/facesfm22/67195730.png,66.0,23.0,Left,Striker,0 / 0,184,87,Spain
1431,Spain,Valencia,-0.3763353,39.4697065,68.0,10550.0,71.26381909547739,29064.057788944723,Róber Pier,Levante,https://img.fminside.net/facesfm22/67194879.png,66.0,26.0,Right,Midfield,0 / 0,182,74,Spain
1432,Spain,Valencia,-0.3763353,39.4697065,68.0,17410.0,71.26381909547739,29064.057788944723,Jason,Valencia,https://img.fminside.net/facesfm22/67184262.png,66.0,26.0,Right,Striker,0 / 0,178,65,Spain
1433,Spain,Madrid,-3.7035825,40.4167047,70.0,16140.0,71.26381909547739,29064.057788944723,Sergi Guardiola,Rayo Vallecano,https://img.fminside.net/facesfm22/67138759.png,66.0,30.0,Left,Striker,0 / 0,187,76,Spain
1434,Spain,Las Palmas de Gran Canaria,-15.4349015,28.1288694,76.0,13150.0,71.26381909547739,29064.057788944723,Jesé,UD Las Palmas,https://img.fminside.net/facesfm22/67117361.png,66.0,28.0,Right,Striker,0 / 0,178,72,Spain
1435,Spain,Vitoria,-2.6724025,42.8465088,68.0,13930.0,71.26381909547739,29064.057788944723,Édgar Méndez,Alavés,https://img.fminside.net/facesfm22/67080309.png,66.0,31.0,Right,Striker,0 / 0,188,75,Spain
1436,Spain,Valencia,-0.3763353,39.4697065,67.0,12470.0,71.26381909547739,29064.057788944723,Jorge Miramón,Levante,https://img.fminside.net/facesfm22/67059120.png,66.0,32.0,Right,Striker,0 / 0,176,74,Spain
1437,Spain,Vitoria,-2.6724025,42.8465088,67.0,13930.0,71.26381909547739,29064.057788944723,Víctor Laguardia,Alavés,https://img.fminside.net/facesfm22/67059116.png,66.0,31.0,Right,Defenders,0 / 0,185,80,Spain
1438,Spain,Valladolid,-4.728562,41.6521328,73.0,14680.0,71.26381909547739,29064.057788944723,Nacho,Real Valladolid,https://img.fminside.net/facesfm22/67037315.png,66.0,32.0,Left,Defenders,0 / 0,174,71,Spain
1439,Spain,Girona,2.8199439,41.9793006,67.0,15640.0,71.26381909547739,29064.057788944723,Bernardo,Girona FC,https://img.fminside.net/facesfm22/67010361.png,66.0,31.0,Right,Defenders,0 / 0,192,85,Colombia
1440,France,Bordeaux,-0.5800364,44.841225,68.0,27610.0,68.49810606060606,24544.280303030304,Hwang Ui-Jo,Bordeaux,https://img.fminside.net/facesfm22/66029640.png,66.0,28.0,Right,Striker,36 / 14,185,82,South Korea
1441,South Korea,Suwon,127.0287472,37.2633325,68.0,13470.0,62.73809523809524,4805.238095238095,Kwon Chang-Hoon,Suwon Bluewings,https://img.fminside.net/facesfm22/66028999.png,66.0,26.0,Left,Striker,26 / 6,173,72,South Korea
1442,Portugal,Lisbon,-9.1365919,38.7077507,72.0,34530.0,66.94324324324324,6634.8378378378375,Nemanja Radonjic,SL Benfica,https://img.fminside.net/facesfm22/62124125.png,66.0,25.0,Right,Striker,22 / 4,185,77,Serbia
1443,Italy,Cagliari,9.1128513,39.2169525,70.0,42710.0,69.73652694610779,26731.221556886227,Dalbert,Cagliari,https://img.fminside.net/facesfm22/55072311.png,66.0,27.0,Left,Midfield,0 / 0,181,75,Brazil
1444,Portugal,Porto,-8.6107884,41.1494512,72.0,8520.0,66.94324324324324,6634.8378378378375,Bruno Costa,FC Porto,https://img.fminside.net/facesfm22/55070310.png,66.0,24.0,Right,Striker,0 / 0,173,67,Portugal
1445,France,Lille,3.0635282,50.6365654,70.0,27620.0,68.49810606060606,24544.280303030304,Xeka,Lille OSC,https://img.fminside.net/facesfm22/55068415.png,66.0,26.0,Right,Midfield,0 / 0,186,79,Portugal
1446,Portugal,Lisbon,-9.1365919,38.7077507,70.0,19370.0,66.94324324324324,6634.8378378378375,André Almeida,SL Benfica,https://img.fminside.net/facesfm22/55011100.png,66.0,30.0,Right,Midfield,8 / 0,186,80,Portugal
1447,Portugal,Lisbon,-9.1365919,38.7077507,69.0,21840.0,66.94324324324324,6634.8378378378375,Luís Neto,Sporting CP,https://img.fminside.net/facesfm22/55002114.png,66.0,33.0,Right,Defenders,19 / 0,187,71,Portugal
1448,Mexico,Mexico City,-99.1331785,19.4326296,73.0,11870.0,67.5922746781116,8897.639484978541,Jorge Sánchez,Club América,https://img.fminside.net/facesfm22/51055821.png,66.0,23.0,Right,Defenders,15 / 0,175,66,Mexico
1449,United States,Washington (DC),-77.0365427,38.8950368,68.0,17000.0,64.87586206896552,10691.241379310344,Paul Arriola,DC United,https://img.fminside.net/facesfm22/51041098.png,66.0,26.0,Right,Striker,39 / 8,168,67,United States
1450,Mexico,León (MEX),-100.6099209,25.9866486,66.0,12440.0,67.5922746781116,8897.639484978541,Fernando Navarro,Club León,https://img.fminside.net/facesfm22/51003003.png,66.0,32.0,Right,Defenders,3 / 1,169,65,Mexico
1451,France,Monaco,7.424224092532953,43.73844905,74.0,9210.0,68.49810606060606,24544.280303030304,Youssouf Fofana,AS Monaco,https://img.fminside.net/facesfm22/49045776.png,66.0,22.0,Right,Midfield,0 / 0,176,0,France
1452,France,Marseille,5.3699525,43.2961743,80.0,46800.0,68.49810606060606,24544.280303030304,William Saliba,Marseille,https://img.fminside.net/facesfm22/49039004.png,66.0,20.0,Right,Defenders,0 / 0,192,83,France
1453,France,Bordeaux,-0.5800364,44.841225,77.0,21870.0,68.49810606060606,24544.280303030304,Yacine Adli,Bordeaux,https://img.fminside.net/facesfm22/48044568.png,66.0,20.0,Right,Striker,0 / 0,186,78,France
1454,France,Nice,7.2683912,43.7009358,77.0,24060.0,68.49810606060606,24544.280303030304,Jean-Clair Todibo,OGC Nice,https://img.fminside.net/facesfm22/48044499.png,66.0,21.0,Right,Defenders,0 / 0,190,88,France
1455,Netherlands,Eindhoven,5.478633,51.4392648,75.0,10000.0,67.90942028985508,7040.579710144928,Ritsu Dôan,PSV Eindhoven,https://img.fminside.net/facesfm22/45095577.png,66.0,22.0,Left,Striker,21 / 3,172,70,Japan
1456,Germany,Berlin,13.3996024,52.5186925,68.0,12500.0,68.02046783625731,22653.040935672514,Genki Haraguchi,Union Berlin,https://img.fminside.net/facesfm22/45015136.png,66.0,30.0,Right,Striker,64 / 11,176,70,Japan
1457,Italy,Florence,11.2555757,43.7698712,75.0,21350.0,69.73652694610779,26731.221556886227,Riccardo Sottil,Fiorentina,https://img.fminside.net/facesfm22/43270713.png,66.0,22.0,Right,Striker,0 / 0,180,70,Italy
1458,Italy,Milan,9.1896346,45.4641943,80.0,21350.0,69.73652694610779,26731.221556886227,Matteo Gabbia,Milan,https://img.fminside.net/facesfm22/43266774.png,66.0,21.0,Right,Defenders,0 / 0,185,78,Italy
1459,Belgium,Brussels,4.351697,50.8465573,75.0,42710.0,65.33440514469453,9041.575562700964,Christian Kouamé,RSC Anderlecht,https://img.fminside.net/facesfm22/43201838.png,66.0,23.0,Right,Striker,1 / 0,185,70,Ivory Coast
1460,Italy,La Spezia,9.691232634547537,44.23836595,68.0,4160.0,69.73652694610779,26731.221556886227,Emmanuel Gyasi,Spezia,https://img.fminside.net/facesfm22/43112998.png,66.0,27.0,Right,Striker,3 / 0,182,74,Ghana
1461,Italy,Florence,11.2555757,43.7698712,68.0,14240.0,69.73652694610779,26731.221556886227,Lorenzo Venuti,Fiorentina,https://img.fminside.net/facesfm22/43093519.png,66.0,26.0,Right,Midfield,0 / 0,179,67,Italy
1462,Italy,Benevento,14.705941329939769,41.2476884,70.0,56940.0,69.73652694610779,26731.221556886227,Gianluca Lapadula,Benevento,https://img.fminside.net/facesfm22/43020298.png,66.0,31.0,Left,Striker,0 / 0,178,69,Peru
1463,Italy,Salerno,15.310756230322482,40.419441649999996,70.0,16010.0,69.73652694610779,26731.221556886227,Riccardo Gagliolo,Salernitana,https://img.fminside.net/facesfm22/43002105.png,66.0,31.0,Left,Defenders,1 / 0,180,75,Sweden
1464,Netherlands,Heerenveen,5.923148795038062,52.998474200000004,75.0,3840.0,67.90942028985508,7040.579710144928,Joey Veerman,sc Heerenveen,https://img.fminside.net/facesfm22/37060896.png,66.0,22.0,Right,Midfield,0 / 0,185,75,Netherlands
1465,Netherlands,Rotterdam,4.47775,51.9244424,69.0,38370.0,67.90942028985508,7040.579710144928,Guus Til,Feyenoord,https://img.fminside.net/facesfm22/37057616.png,66.0,23.0,Right,Midfield,1 / 0,183,74,Netherlands
1466,Germany,Berlin,13.3996024,52.5186925,70.0,19180.0,68.02046783625731,22653.040935672514,Deyovaisio Zeefuik,Hertha BSC,https://img.fminside.net/facesfm22/37055854.png,66.0,23.0,Right,Defenders,0 / 0,177,76,Netherlands
1467,England,London,-0.1276474,51.5073219,75.0,76050.0,71.55578093306288,42233.71196754564,Jairo Riedewald,Crystal Palace,https://img.fminside.net/facesfm22/37041918.png,66.0,24.0,Left,Midfield,3 / 0,188,78,Netherlands
1468,Germany,Leverkusen,6.9881194,51.0324743,68.0,28760.0,68.02046783625731,22653.040935672514,Daley Sinkgraven,Bayer 04 Leverkusen,https://img.fminside.net/facesfm22/37041911.png,66.0,25.0,Left,Striker,0 / 0,179,67,Netherlands
1469,Netherlands,Rotterdam,4.47775,51.9244424,68.0,9590.0,67.90942028985508,7040.579710144928,Bryan Linssen,Feyenoord,https://img.fminside.net/facesfm22/37009888.png,66.0,30.0,Right,Striker,0 / 0,170,69,Netherlands
1470,Netherlands,Alkmaar,4.817099446443963,52.600853799999996,70.0,8000.0,67.90942028985508,7040.579710144928,Jordy Clasie,AZ,https://img.fminside.net/facesfm22/37001809.png,66.0,29.0,Right,Midfield,17 / 0,169,68,Netherlands
1471,England,Liverpool,-2.99168,53.4071991,80.0,23400.0,71.55578093306288,42233.71196754564,Harvey Elliott,Liverpool,https://img.fminside.net/facesfm22/29233143.png,66.0,18.0,Left,Striker,0 / 0,170,64,England
1472,England,Bournemouth,-1.8767712,50.7194784,75.0,29250.0,71.55578093306288,42233.71196754564,Dominic Solanke,Bournemouth,https://img.fminside.net/facesfm22/29125191.png,66.0,23.0,Right,Striker,1 / 0,187,74,England
1473,England,Liverpool,-2.99168,53.4071991,72.0,40950.0,71.55578093306288,42233.71196754564,Tom Davies,Everton,https://img.fminside.net/facesfm22/28100152.png,66.0,22.0,Right,Midfield,0 / 0,179,70,England
1474,Italy,Turin,7.6824892,45.0677551,71.0,29240.0,69.73652694610779,26731.221556886227,Ola Aina,Torino,https://img.fminside.net/facesfm22/28090452.png,66.0,24.0,Right,Midfield,19 / 0,184,82,Nigeria
1475,England,Leeds,-1.5437941,53.7974185,66.0,40950.0,71.55578093306288,42233.71196754564,Liam Cooper,Leeds Utd,https://img.fminside.net/facesfm22/28020241.png,66.0,29.0,Left,Defenders,7 / 0,188,86,Scotland
1476,Scotland,Glasgow,-4.2488787,55.8609825,68.0,28080.0,66.12962962962963,8470.462962962964,James Tavernier,Rangers,https://img.fminside.net/facesfm22/28016194.png,66.0,29.0,Right,Defenders,0 / 0,175,81,England
1477,Germany,Sinsheim,8.87722,49.2553,75.0,38340.0,68.02046783625731,22653.040935672514,Jacob Bruun Larsen,TSG 1899 Hoffenheim,https://img.fminside.net/facesfm22/27112672.png,66.0,22.0,Right,Striker,1 / 0,183,75,Denmark
1478,Denmark,Aalborg,9.9215263,57.0462626,73.0,10760.0,66.0896551724138,4408.482758620689,Lucas Andersen,AaB,https://img.fminside.net/facesfm22/27039538.png,66.0,26.0,Right,Striker,4 / 0,180,72,Denmark
1479,Germany,Berlin,13.3996024,52.5186925,70.0,47930.0,68.02046783625731,22653.040935672514,Vladimír Darida,Hertha BSC,https://img.fminside.net/facesfm22/25019899.png,66.0,30.0,Right,Midfield,76 / 8,172,67,Czech Republic
1480,England,Burnley,-2.2439196,53.7907262,68.0,52650.0,71.55578093306288,42233.71196754564,Matej Vydra,Burnley,https://img.fminside.net/facesfm22/25017284.png,66.0,29.0,Right,Striker,38 / 6,180,71,Czech Republic
1481,Germany,Frankfurt/Main,8.6371136,50.0537437,69.0,3530.0,68.02046783625731,22653.040935672514,Kristijan Jakic,Eintracht Frankfurt,https://img.fminside.net/facesfm22/24051635.png,66.0,24.0,Right,Midfield,0 / 0,179,0,Croatia
1482,Germany,Stuttgart,9.1800132,48.7784485,71.0,13470.0,68.02046783625731,22653.040935672514,Borna Sosa,VfB Stuttgart,https://img.fminside.net/facesfm22/24048099.png,66.0,23.0,Left,Midfield,0 / 0,187,79,Croatia
1483,Italy,Rome,12.4829321,41.8933203,72.0,5770.0,69.73652694610779,26731.221556886227,Toma Bašic,Lazio,https://img.fminside.net/facesfm22/24047067.png,66.0,24.0,Left,Midfield,0 / 0,189,80,Croatia
1484,Spain,Madrid,-3.7035825,40.4167047,70.0,5200.0,71.26381909547739,29064.057788944723,Oscar Trejo,Rayo Vallecano,https://img.fminside.net/facesfm22/958318.png,66.0,33.0,Right,Midfield,0 / 0,180,79,Argentina
1485,Spain,Madrid,-3.7035825,40.4167047,88.0,13010.0,71.26381909547739,29064.057788944723,Radamel Falcao,Rayo Vallecano,https://img.fminside.net/facesfm22/950975.png,66.0,35.0,Right,Striker,91 / 35,177,72,Colombia
1486,Italy,Verona,10.9924122,45.4384958,75.0,43860.0,69.73652694610779,26731.221556886227,Nikola Kalinic,Hellas Verona,https://img.fminside.net/facesfm22/662876.png,66.0,33.0,Right,Striker,42 / 15,187,79,Croatia
1487,France,Nice,7.2683912,43.7009358,80.0,28760.0,68.49810606060606,24544.280303030304,Dante,OGC Nice,https://img.fminside.net/facesfm22/316742.png,66.0,37.0,Left,Defenders,13 / 2,189,91,Brazil
1488,Brazil,Rio de Janeiro (RJ),-43.2093727,-22.9110137,80.0,4840.0,66.51527777777778,6301.625,Nenê,Vasco da Gama,https://img.fminside.net/facesfm22/312059.png,66.0,39.0,Left,Striker,0 / 0,181,70,Brazil
1489,Czech Republic,Plzeň,13.3775249,49.7477415,66.0,2750.0,64.1651376146789,3474.1284403669724,Aleš Cermák,Viktoria Plzeň,https://img.fminside.net/facesfm22/212574.png,66.0,26.0,Right,Midfield,0 / 0,181,74,Czech Republic
1490,Brazil,Rio de Janeiro (RJ),-43.2093727,-22.9110137,76.0,10110.0,66.51527777777778,6301.625,Calegari,Fluminense,https://img.fminside.net/facesfm22/19392884.png,65.0,19.0,Right,Midfield,0 / 0,171,65,Brazil
1491,Denmark,Herning,8.9746623,56.1379757,73.0,10090.0,66.0896551724138,4408.482758620689,Marrony,FC Midtjylland,https://img.fminside.net/facesfm22/19350830.png,65.0,22.0,Both,Striker,0 / 0,186,75,Brazil
1492,Austria,Salzburg,13.0464806,47.7981346,66.0,34810.0,64.76119402985074,6071.3432835820895,Bernardo,Red Bull Salzburg,https://img.fminside.net/facesfm22/19270959.png,65.0,26.0,Left,Defenders,0 / 0,186,76,Brazil
1493,Spain,Valencia,-0.3763353,39.4697065,74.0,15010.0,71.26381909547739,29064.057788944723,Marcos André,Valencia,https://img.fminside.net/facesfm22/19270874.png,65.0,24.0,Right,Striker,0 / 0,184,78,Brazil
1494,Ukraine,Kyiv,30.5241361,50.4500336,73.0,12430.0,68.82142857142857,7210.357142857143,Pedrinho,Shakhtar,https://img.fminside.net/facesfm22/19270245.png,65.0,23.0,Left,Striker,0 / 0,172,65,Brazil
1495,Greece,Athens,23.7283052,37.9839412,70.0,4080.0,64.96644295302013,9468.053691275169,Mateus Vital,Panathinaikos,https://img.fminside.net/facesfm22/19251417.png,65.0,23.0,Right,Striker,0 / 0,175,65,Brazil
1496,Brazil,Belo Horizonte (MG),-43.9450948,-19.9227318,69.0,13000.0,66.51527777777778,6301.625,Tchê Tchê,Atlético Mineiro,https://img.fminside.net/facesfm22/19250321.png,65.0,28.0,Right,Midfield,0 / 0,176,66,Brazil
1497,Brazil,São Paulo (SP),-46.6333824,-23.5506507,70.0,10880.0,66.51527777777778,6301.625,Jorge,Palmeiras,https://img.fminside.net/facesfm22/19226738.png,65.0,25.0,Left,Midfield,1 / 0,183,70,Brazil
1498,Denmark,Herning,8.9746623,56.1379757,78.0,8740.0,66.0896551724138,4408.482758620689,Evander,FC Midtjylland,https://img.fminside.net/facesfm22/19224729.png,65.0,23.0,Right,Midfield,0 / 0,179,76,Brazil
1499,Ukraine,Kyiv,30.5241361,50.4500336,75.0,16210.0,68.82142857142857,7210.357142857143,Maycon,Shakhtar,https://img.fminside.net/facesfm22/19221567.png,65.0,23.0,Left,Midfield,0 / 0,175,76,Brazil
1500,Brazil,Rio de Janeiro (RJ),-43.2093727,-22.9110137,71.0,34510.0,66.51527777777778,6301.625,Thiago Maia,Flamengo,https://img.fminside.net/facesfm22/19219732.png,65.0,24.0,Left,Midfield,0 / 0,179,76,Brazil
1501,United Arab Emirates,Dubai,55.2924914,25.2653471,70.0,10490.0,65.27027027027027,21869.18918918919,Ramiro,Al-Wasl,https://img.fminside.net/facesfm22/19196788.png,65.0,28.0,Right,Striker,0 / 0,168,67,Brazil
1502,Brazil,Belo Horizonte (MG),-43.9450948,-19.9227318,68.0,10040.0,66.51527777777778,6301.625,Igor Rabello,Atlético Mineiro,https://img.fminside.net/facesfm22/19193798.png,65.0,26.0,Right,Defenders,0 / 0,190,78,Brazil
1503,France,Metz,6.1763552,49.1196964,71.0,12880.0,68.49810606060606,24544.280303030304,Jemerson,FC Metz,https://img.fminside.net/facesfm22/19190099.png,65.0,28.0,Right,Defenders,2 / 0,184,77,Brazil
